id,referencia,marca,capacidad,consumo,ciudad,responsable
361,ACH01,sony,1512,1665,La estrella,Martha builes
5975,ACH22,rico,853,802,Envigado,Martha builes
5739,ACH01,rico,919,510,Envigado,Ana Rubio
6939,ACH01,sony,917,908,Envigado,Ana Rubio
8248,ACH01,sony,2422,2301,itagui,Martha builes
3130,ACH01,sony,253,416,Medellin,Jhon doe
5402,ACH01,kalley,1620,1919,La estrella,Ana Rubio
75,ACH43,rico,861,764,Envigado,Carlos Zapata
9283,ACH43,rico,1862,1657,La estrella,Ana Rubio
5649,ACH01,kalley,453,148,Medellin,Jhon doe
7172,ACH43,kalley,699,674,Envigado,Carlos Zapata
9165,ACH22,kalley,1145,1489,Sabaneta,Pedro Perez
508,ACH43,kalley,2121,2246,itagui,Pedro Perez
5232,ACH22,kalley,1213,1052,Sabaneta,Jhon doe
2118,ACH22,sony,1118,1198,Sabaneta,Carlos Zapata
2328,ACH01,sony,1681,1841,La estrella,Ana Rubio
5726,ACH01,kalley,583,502,Envigado,Carlos Zapata
3837,ACH01,kalley,1990,1561,La estrella,Jhon doe
6392,ACH43,sony,125,414,Medellin,Martha builes
2404,ACH22,sony,2106,2045,itagui,Pedro Perez
6897,ACH01,kalley,1105,1110,Sabaneta,Pedro Perez
2511,ACH43,sony,799,701,Envigado,Carlos Zapata
8361,ACH22,kalley,1509,1945,La estrella,Martha builes
8803,ACH43,sony,1559,1841,La estrella,Jhon doe
4563,ACH01,sony,2274,2325,itagui,Jhon doe
3872,ACH22,rico,1186,1048,Sabaneta,Pedro Perez
7359,ACH22,sony,942,714,Envigado,Carlos Zapata
7396,ACH22,rico,1311,1149,Sabaneta,Carlos Zapata
6478,ACH43,rico,2110,2062,itagui,Jhon doe
1159,ACH01,kalley,388,395,Medellin,Pedro Perez
5191,ACH43,sony,1133,1326,Sabaneta,Martha builes
301,ACH22,sony,397,394,Medellin,Pedro Perez
9590,ACH22,rico,905,677,Envigado,Carlos Zapata
5864,ACH43,kalley,1841,1625,La estrella,Martha builes
8860,ACH43,rico,2299,2061,itagui,Ana Rubio
9679,ACH01,sony,2465,2496,itagui,Martha builes
9918,ACH22,kalley,1549,1802,La estrella,Jhon doe
5138,ACH22,rico,1959,1922,La estrella,Pedro Perez
8897,ACH01,rico,1982,1872,La estrella,Martha builes
322,ACH43,sony,1093,1078,Sabaneta,Pedro Perez
8145,ACH01,kalley,1780,1520,La estrella,Ana Rubio
311,ACH01,sony,2168,2180,itagui,Martha builes
3175,ACH43,kalley,1663,1756,La estrella,Pedro Perez
4721,ACH01,sony,447,373,Medellin,Ana Rubio
8961,ACH01,rico,416,140,Medellin,Pedro Perez
7504,ACH22,rico,2097,2027,itagui,Martha builes
5726,ACH22,sony,342,372,Medellin,Jhon doe
6365,ACH43,sony,1403,1084,Sabaneta,Martha builes
9860,ACH01,kalley,1794,1545,La estrella,Pedro Perez
814,ACH22,sony,2069,2303,itagui,Jhon doe
9651,ACH01,kalley,1173,1438,Sabaneta,Martha builes
2014,ACH01,rico,492,328,Medellin,Pedro Perez
454,ACH01,sony,1973,1891,La estrella,Pedro Perez
6966,ACH43,sony,679,986,Envigado,Ana Rubio
7644,ACH22,kalley,1517,1986,La estrella,Jhon doe
4832,ACH43,rico,354,213,Medellin,Ana Rubio
4422,ACH43,kalley,2413,2162,itagui,Pedro Perez
7569,ACH22,sony,2238,2265,itagui,Carlos Zapata
809,ACH01,sony,2015,2434,itagui,Pedro Perez
8218,ACH43,kalley,1001,1291,Sabaneta,Ana Rubio
2305,ACH22,kalley,1146,1107,Sabaneta,Martha builes
2916,ACH43,kalley,2055,2059,itagui,Jhon doe
392,ACH22,rico,1638,1882,La estrella,Carlos Zapata
3218,ACH22,kalley,427,470,Medellin,Martha builes
8415,ACH01,sony,529,709,Envigado,Ana Rubio
53,ACH22,sony,2198,2499,itagui,Carlos Zapata
5924,ACH01,rico,761,562,Envigado,Jhon doe
4314,ACH22,rico,1710,1672,La estrella,Pedro Perez
3983,ACH22,kalley,1814,1639,La estrella,Martha builes
3340,ACH43,kalley,2142,2213,itagui,Pedro Perez
2898,ACH01,sony,984,803,Envigado,Jhon doe
5137,ACH01,kalley,1446,1375,Sabaneta,Martha builes
9978,ACH01,rico,1419,1404,Sabaneta,Jhon doe
4048,ACH22,rico,2169,2061,itagui,Pedro Perez
1873,ACH43,sony,1153,1104,Sabaneta,Martha builes
4831,ACH22,kalley,277,169,Medellin,Martha builes
3289,ACH43,sony,220,348,Medellin,Ana Rubio
8672,ACH01,sony,273,137,Medellin,Martha builes
1420,ACH01,rico,208,182,Medellin,Jhon doe
639,ACH43,sony,1711,1874,La estrella,Carlos Zapata
6197,ACH43,sony,2015,2439,itagui,Carlos Zapata
1693,ACH43,kalley,352,483,Medellin,Jhon doe
531,ACH43,rico,117,306,Medellin,Martha builes
2001,ACH01,kalley,1555,1789,La estrella,Jhon doe
4436,ACH43,kalley,417,297,Medellin,Pedro Perez
1308,ACH22,sony,2051,2441,itagui,Jhon doe
7071,ACH22,kalley,600,793,Envigado,Pedro Perez
2100,ACH43,sony,819,524,Envigado,Pedro Perez
9198,ACH43,sony,648,533,Envigado,Jhon doe
1711,ACH22,kalley,2371,2264,itagui,Pedro Perez
2177,ACH22,kalley,2430,2073,itagui,Martha builes
666,ACH22,rico,230,352,Medellin,Jhon doe
8762,ACH43,kalley,1938,1574,La estrella,Martha builes
7852,ACH22,kalley,2253,2381,itagui,Martha builes
1072,ACH43,sony,672,920,Envigado,Carlos Zapata
1034,ACH22,sony,1044,1121,Sabaneta,Jhon doe
1486,ACH43,sony,1803,1641,La estrella,Jhon doe
2454,ACH01,kalley,1926,1930,La estrella,Martha builes
571,ACH22,sony,1948,1526,La estrella,Pedro Perez
514,ACH43,sony,403,238,Medellin,Ana Rubio
2232,ACH43,sony,1373,1122,Sabaneta,Carlos Zapata
9675,ACH43,kalley,2478,2065,itagui,Jhon doe
7138,ACH22,sony,907,894,Envigado,Jhon doe
1026,ACH22,kalley,2268,2496,itagui,Carlos Zapata
6481,ACH22,sony,1071,1056,Sabaneta,Jhon doe
6808,ACH22,rico,2226,2376,itagui,Martha builes
3424,ACH43,sony,328,371,Medellin,Jhon doe
5123,ACH22,kalley,2020,2293,itagui,Ana Rubio
6739,ACH22,rico,963,561,Envigado,Martha builes
6912,ACH01,rico,511,510,Envigado,Pedro Perez
9213,ACH43,kalley,777,749,Envigado,Jhon doe
3836,ACH22,rico,1047,1216,Sabaneta,Pedro Perez
7327,ACH22,kalley,1448,1428,Sabaneta,Pedro Perez
893,ACH22,rico,1431,1389,Sabaneta,Martha builes
3580,ACH01,sony,2014,2183,itagui,Carlos Zapata
8263,ACH01,sony,2079,2372,itagui,Pedro Perez
1984,ACH43,kalley,1559,1618,La estrella,Ana Rubio
1082,ACH22,rico,976,750,Envigado,Martha builes
4463,ACH22,kalley,683,941,Envigado,Martha builes
6291,ACH01,sony,487,492,Medellin,Pedro Perez
7804,ACH43,sony,157,291,Medellin,Carlos Zapata
5357,ACH22,rico,2462,2085,itagui,Pedro Perez
1391,ACH22,sony,2089,2317,itagui,Jhon doe
8562,ACH22,sony,411,117,Medellin,Pedro Perez
2109,ACH22,kalley,1305,1449,Sabaneta,Ana Rubio
7127,ACH43,sony,1755,1799,La estrella,Ana Rubio
7125,ACH22,rico,1529,1677,La estrella,Carlos Zapata
409,ACH01,rico,2060,2368,itagui,Jhon doe
5999,ACH43,rico,180,462,Medellin,Jhon doe
7041,ACH22,kalley,1316,1325,Sabaneta,Carlos Zapata
4395,ACH43,rico,752,585,Envigado,Martha builes
2605,ACH01,rico,744,905,Envigado,Martha builes
6161,ACH22,sony,823,925,Envigado,Carlos Zapata
321,ACH22,rico,1291,1090,Sabaneta,Jhon doe
1930,ACH43,sony,2472,2449,itagui,Pedro Perez
8653,ACH22,kalley,1431,1428,Sabaneta,Martha builes
3391,ACH43,sony,1091,1253,Sabaneta,Pedro Perez
2464,ACH22,rico,2458,2322,itagui,Pedro Perez
5684,ACH22,sony,1734,1611,La estrella,Carlos Zapata
7190,ACH22,rico,483,304,Medellin,Martha builes
7048,ACH01,sony,286,136,Medellin,Martha builes
4110,ACH22,rico,1342,1120,Sabaneta,Ana Rubio
4555,ACH22,sony,1641,1609,La estrella,Carlos Zapata
806,ACH22,rico,2062,2175,itagui,Pedro Perez
7337,ACH22,rico,2259,2246,itagui,Pedro Perez
5332,ACH01,sony,198,211,Medellin,Carlos Zapata
4906,ACH22,sony,1293,1161,Sabaneta,Pedro Perez
1053,ACH01,rico,933,677,Envigado,Ana Rubio
7791,ACH22,rico,2481,2356,itagui,Jhon doe
5652,ACH01,rico,2318,2017,itagui,Martha builes
1224,ACH43,kalley,1987,1762,La estrella,Pedro Perez
986,ACH22,sony,920,692,Envigado,Ana Rubio
9343,ACH01,rico,1949,1757,La estrella,Carlos Zapata
3295,ACH43,rico,657,847,Envigado,Jhon doe
3501,ACH43,kalley,1926,1531,La estrella,Martha builes
1072,ACH22,sony,1010,1321,Sabaneta,Ana Rubio
2456,ACH01,sony,1665,1670,La estrella,Pedro Perez
9665,ACH43,sony,617,745,Envigado,Jhon doe
1638,ACH22,rico,727,738,Envigado,Carlos Zapata
2048,ACH01,kalley,1064,1455,Sabaneta,Ana Rubio
7946,ACH22,sony,455,257,Medellin,Ana Rubio
7330,ACH22,rico,2043,2373,itagui,Carlos Zapata
5284,ACH22,sony,1972,1918,La estrella,Carlos Zapata
1937,ACH22,rico,961,551,Envigado,Martha builes
420,ACH43,rico,405,265,Medellin,Jhon doe
948,ACH43,kalley,483,455,Medellin,Jhon doe
8917,ACH01,sony,1632,1700,La estrella,Pedro Perez
9984,ACH01,sony,865,716,Envigado,Carlos Zapata
1216,ACH43,kalley,768,892,Envigado,Martha builes
8762,ACH01,sony,122,245,Medellin,Martha builes
5766,ACH43,sony,361,380,Medellin,Martha builes
1555,ACH01,kalley,1564,1611,La estrella,Ana Rubio
6415,ACH22,rico,2149,2349,itagui,Jhon doe
9046,ACH22,rico,1485,1137,Sabaneta,Carlos Zapata
8221,ACH43,sony,1053,1371,Sabaneta,Ana Rubio
3300,ACH01,rico,1964,1883,La estrella,Martha builes
7344,ACH43,rico,1803,1887,La estrella,Jhon doe
3087,ACH22,rico,229,109,Medellin,Ana Rubio
4604,ACH01,sony,2255,2075,itagui,Jhon doe
620,ACH43,kalley,517,684,Envigado,Carlos Zapata
4336,ACH22,rico,1679,1808,La estrella,Jhon doe
1036,ACH43,kalley,2048,2148,itagui,Jhon doe
4752,ACH22,kalley,833,728,Envigado,Ana Rubio
3470,ACH22,sony,1509,1699,La estrella,Carlos Zapata
6449,ACH43,rico,1222,1173,Sabaneta,Martha builes
5907,ACH43,sony,767,915,Envigado,Jhon doe
3264,ACH22,sony,1243,1391,Sabaneta,Ana Rubio
8520,ACH43,sony,1330,1497,Sabaneta,Martha builes
2891,ACH22,rico,1107,1075,Sabaneta,Pedro Perez
9601,ACH22,rico,555,655,Envigado,Carlos Zapata
1115,ACH22,sony,1748,1989,La estrella,Ana Rubio
6038,ACH22,sony,1619,1588,La estrella,Pedro Perez
4358,ACH43,kalley,666,595,Envigado,Jhon doe
3527,ACH43,kalley,1120,1268,Sabaneta,Pedro Perez
1523,ACH22,sony,1068,1118,Sabaneta,Ana Rubio
5315,ACH22,kalley,2037,2147,itagui,Jhon doe
8841,ACH22,sony,382,466,Medellin,Pedro Perez
4281,ACH22,sony,2435,2473,itagui,Pedro Perez
843,ACH43,kalley,2398,2328,itagui,Martha builes
1621,ACH22,sony,1296,1117,Sabaneta,Pedro Perez
9939,ACH43,sony,377,297,Medellin,Pedro Perez
761,ACH01,rico,331,429,Medellin,Jhon doe
7752,ACH01,rico,2317,2351,itagui,Ana Rubio
4177,ACH01,kalley,1736,1622,La estrella,Jhon doe
7092,ACH01,rico,917,983,Envigado,Jhon doe
4899,ACH22,sony,935,708,Envigado,Carlos Zapata
5594,ACH22,sony,974,575,Envigado,Martha builes
5771,ACH22,rico,1915,1547,La estrella,Pedro Perez
2987,ACH43,kalley,2262,2006,itagui,Carlos Zapata
6486,ACH22,rico,1643,1777,La estrella,Pedro Perez
2989,ACH43,sony,1215,1291,Sabaneta,Pedro Perez
7986,ACH01,sony,387,401,Medellin,Carlos Zapata
9553,ACH22,rico,2102,2002,itagui,Jhon doe
4179,ACH22,kalley,1175,1389,Sabaneta,Martha builes
5608,ACH43,kalley,1423,1401,Sabaneta,Jhon doe
9788,ACH22,rico,1631,1842,La estrella,Carlos Zapata
5385,ACH01,kalley,106,462,Medellin,Carlos Zapata
4392,ACH01,rico,2197,2421,itagui,Pedro Perez
6549,ACH22,sony,1423,1220,Sabaneta,Jhon doe
9277,ACH22,sony,1656,1757,La estrella,Pedro Perez
3917,ACH22,rico,1718,1621,La estrella,Jhon doe
3473,ACH01,rico,1839,1880,La estrella,Jhon doe
1986,ACH43,rico,2109,2376,itagui,Pedro Perez
5138,ACH22,rico,1735,1564,La estrella,Jhon doe
2031,ACH43,sony,523,935,Envigado,Ana Rubio
5314,ACH22,sony,1958,1844,La estrella,Pedro Perez
6625,ACH01,rico,2206,2210,itagui,Ana Rubio
8725,ACH01,sony,859,814,Envigado,Carlos Zapata
9274,ACH43,rico,2426,2080,itagui,Martha builes
9035,ACH22,rico,504,614,Envigado,Pedro Perez
4311,ACH22,sony,437,363,Medellin,Ana Rubio
5559,ACH43,rico,123,144,Medellin,Ana Rubio
9876,ACH43,rico,1104,1078,Sabaneta,Carlos Zapata
7071,ACH01,rico,1177,1109,Sabaneta,Carlos Zapata
8668,ACH01,rico,1198,1347,Sabaneta,Carlos Zapata
3290,ACH43,kalley,1263,1271,Sabaneta,Pedro Perez
9997,ACH43,kalley,1641,1634,La estrella,Carlos Zapata
1996,ACH22,rico,2315,2127,itagui,Ana Rubio
1093,ACH22,kalley,1009,1440,Sabaneta,Carlos Zapata
3455,ACH01,rico,376,228,Medellin,Martha builes
8495,ACH01,sony,1833,1885,La estrella,Ana Rubio
1304,ACH01,rico,1685,1887,La estrella,Martha builes
766,ACH43,rico,869,902,Envigado,Carlos Zapata
9888,ACH01,kalley,1252,1390,Sabaneta,Jhon doe
5983,ACH43,rico,2438,2303,itagui,Pedro Perez
7391,ACH22,sony,112,259,Medellin,Pedro Perez
7957,ACH22,kalley,967,826,Envigado,Pedro Perez
3472,ACH43,rico,787,862,Envigado,Martha builes
7904,ACH01,sony,1729,1574,La estrella,Ana Rubio
7275,ACH01,sony,782,537,Envigado,Carlos Zapata
6247,ACH01,sony,1097,1362,Sabaneta,Pedro Perez
1528,ACH22,kalley,600,532,Envigado,Ana Rubio
3902,ACH22,sony,264,392,Medellin,Ana Rubio
4071,ACH43,sony,1577,1584,La estrella,Ana Rubio
1228,ACH43,kalley,281,480,Medellin,Ana Rubio
933,ACH22,sony,1383,1165,Sabaneta,Martha builes
943,ACH43,kalley,2337,2283,itagui,Jhon doe
3236,ACH43,sony,1991,1545,La estrella,Martha builes
7015,ACH01,rico,437,277,Medellin,Carlos Zapata
3864,ACH01,sony,1773,1528,La estrella,Pedro Perez
781,ACH01,rico,981,926,Envigado,Jhon doe
4239,ACH43,sony,1540,1830,La estrella,Martha builes
4287,ACH43,kalley,1607,1831,La estrella,Ana Rubio
712,ACH22,kalley,2002,2222,itagui,Jhon doe
8121,ACH01,kalley,367,299,Medellin,Pedro Perez
8135,ACH01,sony,2169,2249,itagui,Martha builes
8053,ACH01,rico,2056,2033,itagui,Carlos Zapata
5475,ACH01,sony,644,835,Envigado,Pedro Perez
9499,ACH43,rico,1232,1016,Sabaneta,Jhon doe
9728,ACH22,rico,1504,1500,La estrella,Jhon doe
2578,ACH43,sony,2140,2097,itagui,Carlos Zapata
7725,ACH43,kalley,607,954,Envigado,Carlos Zapata
3087,ACH43,kalley,346,248,Medellin,Jhon doe
8379,ACH43,sony,803,682,Envigado,Jhon doe
2531,ACH01,sony,1686,1755,La estrella,Pedro Perez
9084,ACH22,kalley,533,907,Envigado,Ana Rubio
9813,ACH43,kalley,1702,1571,La estrella,Jhon doe
1678,ACH01,rico,2010,2153,itagui,Jhon doe
9182,ACH22,sony,1797,1751,La estrella,Martha builes
3297,ACH22,sony,1537,1794,La estrella,Jhon doe
1155,ACH22,rico,487,407,Medellin,Pedro Perez
2946,ACH01,rico,2097,2212,itagui,Jhon doe
3808,ACH22,rico,116,182,Medellin,Ana Rubio
9778,ACH01,sony,264,253,Medellin,Ana Rubio
1189,ACH43,sony,479,139,Medellin,Jhon doe
7688,ACH22,sony,718,794,Envigado,Carlos Zapata
3452,ACH43,kalley,1362,1101,Sabaneta,Carlos Zapata
4181,ACH43,sony,1290,1185,Sabaneta,Jhon doe
9565,ACH22,sony,931,864,Envigado,Martha builes
7505,ACH43,rico,537,544,Envigado,Martha builes
655,ACH22,rico,1551,1850,La estrella,Carlos Zapata
8996,ACH22,rico,1457,1045,Sabaneta,Pedro Perez
7672,ACH43,sony,450,154,Medellin,Pedro Perez
5813,ACH22,sony,449,164,Medellin,Carlos Zapata
104,ACH22,rico,2210,2388,itagui,Ana Rubio
8853,ACH01,kalley,106,111,Medellin,Carlos Zapata
7451,ACH01,sony,829,657,Envigado,Carlos Zapata
2505,ACH22,kalley,2041,2072,itagui,Carlos Zapata
3062,ACH22,sony,862,849,Envigado,Martha builes
9682,ACH22,rico,1869,1655,La estrella,Jhon doe
8793,ACH43,rico,1616,1900,La estrella,Ana Rubio
7278,ACH43,rico,611,899,Envigado,Pedro Perez
8676,ACH43,rico,707,661,Envigado,Ana Rubio
428,ACH22,kalley,1401,1103,Sabaneta,Pedro Perez
5584,ACH43,rico,1059,1385,Sabaneta,Jhon doe
6959,ACH22,sony,1933,1887,La estrella,Ana Rubio
2305,ACH01,sony,2466,2380,itagui,Jhon doe
4310,ACH43,rico,2112,2445,itagui,Jhon doe
3599,ACH22,rico,2005,2172,itagui,Ana Rubio
8977,ACH01,rico,934,634,Envigado,Ana Rubio
6777,ACH01,rico,1142,1121,Sabaneta,Jhon doe
67,ACH43,rico,225,458,Medellin,Ana Rubio
3349,ACH01,kalley,1518,1728,La estrella,Jhon doe
2474,ACH01,kalley,456,188,Medellin,Martha builes
917,ACH22,rico,2300,2107,itagui,Jhon doe
2359,ACH01,rico,796,642,Envigado,Pedro Perez
2349,ACH43,sony,1543,1519,La estrella,Ana Rubio
7442,ACH01,kalley,775,562,Envigado,Ana Rubio
9308,ACH01,kalley,1875,1603,La estrella,Ana Rubio
3720,ACH01,sony,1559,1894,La estrella,Ana Rubio
3332,ACH22,rico,1771,1524,La estrella,Ana Rubio
3053,ACH43,kalley,1222,1349,Sabaneta,Jhon doe
5474,ACH43,sony,2166,2138,itagui,Martha builes
9703,ACH43,kalley,1263,1355,Sabaneta,Ana Rubio
8615,ACH01,rico,169,439,Medellin,Jhon doe
3254,ACH43,sony,1550,1522,La estrella,Martha builes
6781,ACH43,sony,2323,2333,itagui,Jhon doe
2655,ACH22,rico,2382,2369,itagui,Martha builes
5609,ACH22,kalley,1168,1279,Sabaneta,Pedro Perez
6222,ACH01,kalley,2479,2474,itagui,Jhon doe
3269,ACH01,sony,1573,1774,La estrella,Pedro Perez
4133,ACH43,kalley,464,469,Medellin,Ana Rubio
8282,ACH01,sony,1408,1281,Sabaneta,Ana Rubio
2500,ACH22,kalley,858,641,Envigado,Pedro Perez
1965,ACH43,sony,491,415,Medellin,Carlos Zapata
4608,ACH01,rico,244,494,Medellin,Martha builes
6835,ACH22,sony,818,794,Envigado,Pedro Perez
3452,ACH01,sony,926,648,Envigado,Ana Rubio
1160,ACH01,kalley,613,692,Envigado,Ana Rubio
7437,ACH01,rico,823,869,Envigado,Ana Rubio
8652,ACH22,rico,1090,1281,Sabaneta,Martha builes
7251,ACH22,rico,1918,1726,La estrella,Ana Rubio
8327,ACH01,sony,2090,2405,itagui,Ana Rubio
5401,ACH01,kalley,2110,2091,itagui,Ana Rubio
6836,ACH22,rico,979,637,Envigado,Ana Rubio
9669,ACH01,sony,308,354,Medellin,Ana Rubio
2450,ACH01,sony,2262,2358,itagui,Pedro Perez
5336,ACH01,kalley,1306,1142,Sabaneta,Jhon doe
4894,ACH01,sony,821,839,Envigado,Martha builes
8541,ACH22,sony,2382,2072,itagui,Ana Rubio
7277,ACH01,kalley,760,614,Envigado,Martha builes
4358,ACH01,sony,856,842,Envigado,Jhon doe
6076,ACH22,sony,1967,1882,La estrella,Jhon doe
9512,ACH01,rico,432,154,Medellin,Martha builes
8765,ACH01,rico,587,899,Envigado,Jhon doe
78,ACH43,sony,2011,2488,itagui,Carlos Zapata
4154,ACH43,kalley,2285,2446,itagui,Pedro Perez
3145,ACH22,sony,237,303,Medellin,Carlos Zapata
1269,ACH43,rico,2042,2315,itagui,Carlos Zapata
5483,ACH01,sony,2381,2077,itagui,Carlos Zapata
9950,ACH01,rico,1613,1712,La estrella,Pedro Perez
2012,ACH43,sony,1860,1542,La estrella,Martha builes
3945,ACH22,rico,1557,1758,La estrella,Ana Rubio
4092,ACH43,sony,217,106,Medellin,Ana Rubio
9445,ACH22,sony,1396,1160,Sabaneta,Ana Rubio
2407,ACH01,rico,765,765,Envigado,Jhon doe
5048,ACH43,sony,1339,1324,Sabaneta,Ana Rubio
6082,ACH43,rico,2067,2454,itagui,Jhon doe
862,ACH01,kalley,1592,1827,La estrella,Pedro Perez
6645,ACH22,rico,2346,2156,itagui,Jhon doe
9972,ACH22,kalley,1424,1295,Sabaneta,Carlos Zapata
8209,ACH22,rico,891,687,Envigado,Carlos Zapata
4590,ACH43,kalley,176,232,Medellin,Carlos Zapata
8879,ACH22,sony,880,913,Envigado,Jhon doe
5984,ACH43,sony,854,881,Envigado,Carlos Zapata
3767,ACH01,kalley,1490,1255,Sabaneta,Martha builes
5886,ACH43,sony,522,948,Envigado,Pedro Perez
3775,ACH01,rico,747,742,Envigado,Ana Rubio
6568,ACH22,kalley,341,285,Medellin,Carlos Zapata
6906,ACH01,sony,772,582,Envigado,Pedro Perez
493,ACH22,sony,1093,1361,Sabaneta,Martha builes
3185,ACH01,sony,2106,2066,itagui,Carlos Zapata
1077,ACH01,kalley,1985,1676,La estrella,Ana Rubio
8051,ACH43,kalley,2411,2302,itagui,Jhon doe
7389,ACH01,rico,1027,1386,Sabaneta,Martha builes
1528,ACH01,rico,1325,1312,Sabaneta,Carlos Zapata
3865,ACH01,rico,2037,2344,itagui,Martha builes
8855,ACH22,sony,2324,2404,itagui,Martha builes
9198,ACH22,kalley,1204,1296,Sabaneta,Carlos Zapata
6373,ACH22,sony,324,373,Medellin,Pedro Perez
1417,ACH22,sony,854,535,Envigado,Martha builes
6390,ACH01,kalley,1804,1993,La estrella,Pedro Perez
4685,ACH01,sony,1710,1932,La estrella,Carlos Zapata
8563,ACH43,sony,1807,1755,La estrella,Martha builes
364,ACH01,kalley,1801,1767,La estrella,Pedro Perez
1099,ACH22,rico,2420,2256,itagui,Ana Rubio
4287,ACH01,kalley,2402,2461,itagui,Pedro Perez
956,ACH43,sony,1968,1514,La estrella,Ana Rubio
1165,ACH22,rico,1421,1323,Sabaneta,Ana Rubio
9581,ACH22,kalley,583,963,Envigado,Ana Rubio
2336,ACH22,kalley,1709,1571,La estrella,Ana Rubio
7149,ACH22,sony,594,893,Envigado,Ana Rubio
9179,ACH01,rico,249,116,Medellin,Carlos Zapata
4698,ACH43,sony,434,255,Medellin,Martha builes
5273,ACH22,sony,1432,1116,Sabaneta,Ana Rubio
2544,ACH01,kalley,1335,1407,Sabaneta,Jhon doe
3693,ACH22,sony,1054,1450,Sabaneta,Carlos Zapata
7445,ACH43,rico,269,349,Medellin,Martha builes
2769,ACH01,rico,1820,1712,La estrella,Jhon doe
5238,ACH43,rico,1133,1479,Sabaneta,Carlos Zapata
7472,ACH43,rico,738,591,Envigado,Ana Rubio
255,ACH22,kalley,943,919,Envigado,Ana Rubio
9205,ACH43,rico,1953,1732,La estrella,Jhon doe
6752,ACH22,sony,333,317,Medellin,Martha builes
7624,ACH22,sony,1019,1007,Sabaneta,Carlos Zapata
8457,ACH22,sony,1173,1415,Sabaneta,Ana Rubio
2272,ACH43,kalley,1701,1835,La estrella,Carlos Zapata
2842,ACH22,sony,1823,1832,La estrella,Pedro Perez
6947,ACH22,kalley,1554,1907,La estrella,Jhon doe
4152,ACH22,rico,1530,1894,La estrella,Jhon doe
6519,ACH01,kalley,1158,1247,Sabaneta,Ana Rubio
5224,ACH22,rico,913,820,Envigado,Carlos Zapata
9646,ACH01,rico,1470,1103,Sabaneta,Martha builes
7694,ACH22,kalley,1790,1887,La estrella,Carlos Zapata
2292,ACH01,kalley,1103,1297,Sabaneta,Pedro Perez
1953,ACH22,sony,106,320,Medellin,Carlos Zapata
8773,ACH43,kalley,1757,1762,La estrella,Ana Rubio
3881,ACH43,sony,1296,1359,Sabaneta,Pedro Perez
8661,ACH22,kalley,1533,1763,La estrella,Pedro Perez
5053,ACH43,sony,1145,1499,Sabaneta,Martha builes
9590,ACH43,rico,821,969,Envigado,Pedro Perez
5693,ACH22,kalley,590,936,Envigado,Martha builes
2717,ACH43,sony,325,268,Medellin,Martha builes
5071,ACH43,kalley,1242,1228,Sabaneta,Carlos Zapata
7205,ACH01,kalley,2141,2016,itagui,Ana Rubio
8907,ACH22,sony,1569,1761,La estrella,Martha builes
9082,ACH43,sony,1362,1193,Sabaneta,Carlos Zapata
5813,ACH22,rico,370,208,Medellin,Carlos Zapata
9967,ACH22,sony,1696,1869,La estrella,Martha builes
8024,ACH43,sony,338,437,Medellin,Jhon doe
9775,ACH01,rico,2323,2294,itagui,Pedro Perez
6042,ACH22,sony,1929,1988,La estrella,Martha builes
6863,ACH43,rico,1561,1798,La estrella,Ana Rubio
1923,ACH43,rico,311,109,Medellin,Carlos Zapata
8107,ACH01,rico,1150,1178,Sabaneta,Martha builes
4677,ACH22,kalley,217,457,Medellin,Martha builes
5159,ACH01,rico,2221,2126,itagui,Jhon doe
8252,ACH43,sony,1026,1118,Sabaneta,Jhon doe
1968,ACH43,kalley,1969,1900,La estrella,Pedro Perez
8063,ACH01,sony,1934,1988,La estrella,Martha builes
6696,ACH22,kalley,1240,1358,Sabaneta,Ana Rubio
6787,ACH43,rico,2219,2365,itagui,Martha builes
1357,ACH22,rico,1925,1794,La estrella,Martha builes
1858,ACH43,kalley,908,977,Envigado,Ana Rubio
5294,ACH01,sony,1355,1012,Sabaneta,Ana Rubio
5857,ACH01,kalley,1598,1914,La estrella,Ana Rubio
16,ACH22,sony,564,539,Envigado,Carlos Zapata
2480,ACH43,rico,2218,2115,itagui,Carlos Zapata
5292,ACH22,rico,718,638,Envigado,Pedro Perez
9436,ACH22,kalley,473,210,Medellin,Carlos Zapata
7167,ACH22,rico,1877,1982,La estrella,Jhon doe
4795,ACH22,rico,1314,1011,Sabaneta,Carlos Zapata
8603,ACH43,kalley,885,843,Envigado,Martha builes
9317,ACH43,kalley,190,216,Medellin,Martha builes
4870,ACH22,rico,312,170,Medellin,Carlos Zapata
3227,ACH01,sony,242,113,Medellin,Martha builes
2502,ACH01,rico,405,433,Medellin,Jhon doe
2355,ACH01,rico,355,104,Medellin,Martha builes
1955,ACH43,sony,2131,2217,itagui,Carlos Zapata
398,ACH01,rico,1709,1598,La estrella,Jhon doe
5065,ACH43,rico,1909,1699,La estrella,Ana Rubio
2789,ACH22,kalley,722,860,Envigado,Pedro Perez
5716,ACH43,sony,430,321,Medellin,Jhon doe
7819,ACH22,kalley,857,914,Envigado,Ana Rubio
6834,ACH43,sony,661,561,Envigado,Pedro Perez
8890,ACH01,rico,1969,1580,La estrella,Ana Rubio
5031,ACH43,kalley,1835,1923,La estrella,Martha builes
6900,ACH43,kalley,1198,1473,Sabaneta,Martha builes
